customer_id,customer_name,gender,age,city,state,signup_date,customer_segment
102830,Priya Sharma,,28.0,Patna,Bihar,2024-05-04,Premium
102831,Aditya Verma,Female,66.0,Surat,Gujarat,2024-05-23,Regular
102832,Simran Mishra,Female,53.0,Jaipur,Rajasthan,2025-08-11,New
102833,Manish Reddy,Female,67.0,Indore,Madhya Pradesh,2023-01-06,Premium
102834,Anjali Verma,Female,66.0,Bhopal,Madhya Pradesh,2025-02-09,VIP
102835,Amit Mishra,Male,65.0,Hyderabad,Telangana,2024-10-15,New
102836,Neha Mehta,M,45.0,Nagpur,Maharashtra,2024-05-11,Regular
102837,Sneha Sharma,,47.0,Kolkata,West Bengal,2024-04-09,Premium
102838,Neha Singh,Male,68.0,Gurgaon,Haryana,2024-11-17,Premium
102839,Kavita Yadav,Female,30.0,Nagpur,Maharashtra,2025-11-12,Regular
102840,Aditya Kumar,Female,49.0,Delhi,Delhi,2022-12-14,Regular
102841,Sanjay Mehta,Male,44.0,Lucknow,Uttar Pradesh,2025-06-03,Regular
102842,Nisha Patel,Male,53.0,Indore,Madhya Pradesh,2025-05-14,New
102843,Priya Patel,Female,57.0,Delhi,Delhi,2023-02-25,New
102844,Sanjay Khan,F,66.0,Pune,Maharashtra,2021-06-19,Regular
102845,Manish Joshi,Male,20.0,Noida,Uttar Pradesh,2023-11-04,Regular
102846,Rahul Khan,F,58.0,Bengaluru,Karnataka,2023-01-26,Premium
102847,Vikas Malhotra,Male,59.0,Jaipur,Rajasthan,2025-09-06,New
102848,Rahul Roy,Female,59.0,Gurgaon,Haryana,2021-06-29,Regular
102849,Amit Agarwal,Female,56.0,Ranchi,Jharkhand,2022-04-05,New
102850,Karan Patel,Male,36.0,Indore,Madhya Pradesh,2021-05-16,Premium
102851,Sneha Yadav,Female,39.0,Kolkata,West Bengal,2023-09-25,Regular
102852,Aditya Reddy,Male,31.0,Patna,Bihar,2024-04-08,Regular
102853,Simran Gupta,Male,60.0,Bengaluru,Karnataka,2025-06-04,New
102854,Arjun Khan,,30.0,Surat,Gujarat,2023-04-26,Premium
102855,Nisha Malhotra,Male,58.0,Jaipur,Rajasthan,2023-01-21,Regular
102856,Vivek Singh,Male,68.0,Kanpur,Uttar Pradesh,2023-11-26,New
102857,Riya Khan,Female,26.0,Pune,Maharashtra,2024-04-24,VIP
102858,Simran Sinha,,52.0,Ahmedabad,Gujarat,2024-12-19,New
102859,Manish Reddy,Male,57.0,Gurgaon,Haryana,2025-09-26,Regular
102860,Rahul Roy,Male,5.0,Indore,Madhya Pradesh,2022-10-24,Regular
102861,Vikas Gupta,female,58.0,Chandigarh,Chandigarh,2025-08-12,New
102862,Sanjay Patel,Female,47.0,Gurgaon,Haryana,2023-07-26,Regular
102863,Manish Sharma,male,42.0,Indore,Madhya Pradesh,2022-12-07,New
102864,Riya Malhotra,female,27.0,Pune,Maharashtra,2023-10-30,Regular
102865,Riya Verma,Male,52.0,Mumbai,Maharashtra,2025-04-07,New
102866,Sneha Kumar,Female,27.0,Delhi,Delhi,2024-12-04,Regular
102867,Neha Chauhan,Male,19.0,Kolkata,West Bengal,2022-02-13,Regular
102868,Simran Khan,Female,53.0,Bengaluru,Karnataka,2025-11-14,Regular
102869,Sanjay Chauhan,Female,29.0,Surat,Gujarat,2024-01-20,Regular
102870,Aditya Kumar,Male,43.0,Nagpur,Maharashtra,2023-06-11,New
102871,Vivek Gupta,Male,65.0,Kanpur,Uttar Pradesh,2022-10-22,New
102872,Neha Joshi,Male,32.0,Chennai,Tamil Nadu,2021-12-16,New
102873,Priya Sharma,Female,21.0,Patna,Bihar,2025-04-26,Premium
102874,Manish Mishra,Male,58.0,Surat,Gujarat,2021-07-05,Premium
102875,Rahul Agarwal,male,65.0,Gurgaon,Haryana,2024-11-23,Regular
102876,Riya Das,Male,59.0,Ranchi,Jharkhand,2023-11-09,New
102877,Aditya Mehta,male,44.0,Ranchi,Jharkhand,2021-05-16,Regular
102878,Rohit Agarwal,female,62.0,Mumbai,Maharashtra,2023-05-03,Regular
102879,Neha Chauhan,Female,56.0,Jaipur,Rajasthan,2021-08-21,Regular
102880,Priya Joshi,Male,43.0,Mumbai,Maharashtra,2024-03-08,Regular
102881,Neha Verma,,29.0,Jaipur,Rajasthan,2021-06-07,New
102882,Unknown,Male,40.0,Pune,Maharashtra,2022-07-31,New
102883,Karan Sinha,Male,51.0,,Uttar Pradesh,2021-07-03,Regular
102884,Pooja Agarwal,male,52.0,Noida,Uttar Pradesh,2022-11-07,Premium
102885,Vivek Roy,male,67.0,Bhopal,Madhya Pradesh,2021-05-10,New
102886,Arjun Joshi,Male,34.0,Delhi,Delhi,2021-03-30,Regular
102887,Pooja Malhotra,Male,63.0,Bengaluru,Karnataka,2022-02-11,Regular
102888,Amit Das,Female,21.0,Patna,Bihar,2024-12-14,Premium
102889,Riya Verma,Male,55.0,Ahmedabad,Gujarat,2021-07-19,New
102890,Vivek Jain,Male,47.0,Kolkata,West Bengal,2023-01-27,Regular
102891,Vivek Chauhan,Female,46.0,Ranchi,Jharkhand,2022-11-05,Regular
102892,Manish Malhotra,Female,51.0,Patna,Bihar,2024-04-20,New
102893,Simran Patel,Female,23.0,Delhi,Delhi,2025-01-06,Premium
102894,Amit Khan,Female,59.0,Jaipur,Rajasthan,2022-08-25,New
102895,Kavita Sharma,Male,36.0,Noida,Uttar Pradesh,2025-12-06,Premium
102896,Arjun Jain,Female,54.0,Delhi,Delhi,2023-05-06,Regular
102897,Arjun Gupta,Male,56.0,Gurgaon,Haryana,2024-12-12,Regular
102898,Manish Khan,Male,57.0,Mumbai,Maharashtra,2025-04-01,Premium
102899,Nisha Jain,Female,61.0,Bengaluru,Karnataka,2025-04-19,Regular
102900,Riya Sinha,Female,67.0,Patna,Bihar,2023-03-25,New
102901,Amit Singh,Female,28.0,Indore,Madhya Pradesh,2022-07-30,New
102902,Vivek Chauhan,F,51.0,Noida,Uttar Pradesh,2022-03-01,Regular
102903,Rohit Joshi,Male,69.0,Surat,Gujarat,2021-09-10,Regular
102904,Sneha Gupta,Female,55.0,Lucknow,Uttar Pradesh,2021-12-07,New
102905,Amit Joshi,Female,54.0,Ranchi,Jharkhand,2024-08-09,Premium
102906,Manish Patel,Male,22.0,Noida,Uttar Pradesh,2024-07-16,Regular
102907,Ayesha Gupta,female,33.0,Bengaluru,Karnataka,2023-11-01,New
102908,Rohit Malhotra,Male,22.0,Hyderabad,Telangana,2024-09-21,Premium
102909,Pooja Mishra,Female,53.0,Bengaluru,Karnataka,2022-08-06,New
102910,Vivek Singh,Male,27.0,Ahmedabad,Gujarat,2024-03-15,Regular
102911,Arjun Roy,,61.0,Hyderabad,Telangana,2024-12-24,Regular
102912,Kavita Yadav,Male,18.0,Chennai,Tamil Nadu,2024-02-17,Regular
102913,Priya Singh,Male,31.0,Jaipur,Rajasthan,2022-01-09,Premium
102914,Amit Verma,female,65.0,Indore,Madhya Pradesh,2024-01-27,Regular
102915,Vivek Singh,Male,58.0,Mumbai,Maharashtra,2025-06-07,Regular
102916,Anjali Joshi,Female,44.0,Lucknow,Uttar Pradesh,2021-05-22,Regular
102917,Rahul Verma,Female,45.0,Ranchi,Jharkhand,2025-08-08,New
102918,Riya Joshi,Female,61.0,Jaipur,Rajasthan,2021-09-16,Regular
102919,Vikas Roy,M,31.0,Hyderabad,Telangana,2023-05-08,Regular
102920,Ayesha Mehta,Female,36.0,Chennai,Tamil Nadu,2025-10-12,Regular
102921,Pooja Singh,Male,53.0,Gurgaon,Haryana,2023-04-18,New
102922,Manish Gupta,M,60.0,Mumbai,Maharashtra,2023-09-01,Premium
102923,Rohit Mishra,F,28.0,Bhopal,Madhya Pradesh,2022-05-16,Premium
102924,Amit Mishra,female,66.0,Ranchi,Jharkhand,2025-05-21,Regular
102925,Riya Mishra,Male,46.0,Delhi,Delhi,2024-12-25,Regular
102926,Sanjay Yadav,,28.0,Lucknow,Uttar Pradesh,2024-06-01,New
102927,Rahul Agarwal,Female,19.0,Kolkata,West Bengal,2024-08-11,Regular
102928,Karan Yadav,Female,37.0,Gurgaon,Haryana,2021-04-19,Premium
102929,Riya Das,,55.0,Bhopal,Madhya Pradesh,2023-06-21,Regular
102930,Amit Agarwal,Male,45.0,Kanpur,Uttar Pradesh,2025-07-27,New
102931,Riya Verma,Male,46.0,Kolkata,West Bengal,2025-06-28,Regular
102932,Vivek Yadav,F,47.0,Patna,Bihar,2022-08-01,New
102933,Manish Agarwal,Female,53.0,Mumbai,Maharashtra,2021-01-13,Premium
102934,Arjun Mehta,Female,36.0,Chennai,Tamil Nadu,2022-10-21,Regular
102935,Neha Joshi,Male,54.0,Ranchi,Jharkhand,2022-02-26,Regular
102936,Anjali Mehta,Female,57.0,Lucknow,Uttar Pradesh,2024-02-28,Regular
102937,Anjali Mishra,female,60.0,Gurgaon,Haryana,2022-08-06,Premium
102938,Kavita Sinha,Female,25.0,Nagpur,Maharashtra,2023-07-14,Regular
102939,Arjun Chauhan,Male,52.0,Lucknow,Uttar Pradesh,2024-06-24,New
102940,Priya Sinha,Female,63.0,Chennai,Tamil Nadu,2021-08-25,Regular
102941,Sanjay Chauhan,female,45.0,Jaipur,Rajasthan,2022-10-17,New
102942,Nisha Khan,Female,18.0,Pune,Maharashtra,2025-02-15,VIP
102943,Arjun Joshi,Male,49.0,Kanpur,Uttar Pradesh,2023-12-28,New
102944,Rohit Das,,39.0,Noida,Uttar Pradesh,2021-09-02,Premium
102945,Neha Patel,male,34.0,Delhi,Delhi,2025-12-13,Regular
102946,Manish Verma,male,34.0,Hyderabad,Telangana,2025-06-28,Regular
102947,Manish Kumar,male,36.0,Ranchi,Jharkhand,2021-05-08,Regular
102948,Anjali Reddy,Female,19.0,Bengaluru,Karnataka,2024-06-16,Regular
102949,Karan Singh,Female,67.0,Indore,Madhya Pradesh,2022-09-22,New
102950,Vivek Patel,,39.0,Noida,Uttar Pradesh,2021-05-31,New
102951,Vivek Joshi,Male,32.0,Ranchi,Jharkhand,2022-09-11,Regular
102952,Vivek Roy,F,27.0,Ranchi,Jharkhand,2025-04-16,Regular
102953,Manish Kumar,Male,61.0,Mumbai,Maharashtra,2025-10-07,Regular
102954,Rahul Khan,Female,36.0,Ranchi,Jharkhand,2023-06-08,Regular
102955,Neha Sinha,Female,33.0,Pune,Maharashtra,2021-11-11,Regular
102956,Manish Agarwal,Female,66.0,Pune,Maharashtra,2022-03-22,New
102957,Sneha Sharma,Female,26.0,Hyderabad,Telangana,2025-07-21,New
102958,Aditya Chauhan,female,23.0,Kolkata,West Bengal,2023-10-22,Regular
102959,Anjali Chauhan,Male,,Surat,Gujarat,2024-01-29,Regular
102960,Nisha Mehta,Male,55.0,Bhopal,Madhya Pradesh,2021-12-03,New
102961,Simran Thakur,Female,44.0,Patna,Bihar,2023-10-12,New
102962,Neha Chauhan,M,39.0,Pune,Maharashtra,2025-04-18,Premium
102963,Kavita Khan,Male,69.0,Chandigarh,Chandigarh,2025-02-13,Regular
102964,Ayesha Gupta,Female,65.0,Bhopal,Madhya Pradesh,2024-08-11,Premium
102965,Anjali Roy,Female,59.0,Ranchi,Jharkhand,2023-01-10,Premium
102966,Priya Agarwal,Male,46.0,Bhopal,Madhya Pradesh,2023-04-02,Premium
102967,Sanjay Mishra,Male,45.0,Delhi,Delhi,2025-12-21,Regular
102968,Arjun Joshi,Male,39.0,Kolkata,West Bengal,2023-12-18,Premium
102969,Anjali Patel,Female,36.0,Lucknow,Uttar Pradesh,2021-04-02,New
102970,Kavita Chauhan,Female,23.0,Patna,Bihar,2024-11-14,New
102971,Simran Das,Male,42.0,Ahmedabad,Gujarat,2025-12-11,New
102972,Arjun Singh,Male,68.0,Ahmedabad,Gujarat,2025-10-29,New
102973,Rohit Kumar,male,57.0,Kanpur,Uttar Pradesh,2024-07-18,New
102974,Karan Gupta,Female,65.0,Kolkata,West Bengal,2023-01-11,New
102975,Aditya Sinha,Female,37.0,Ranchi,Jharkhand,2024-06-27,New
102976,Ayesha Kumar,male,65.0,Bhopal,Madhya Pradesh,2022-10-02,Regular
102977,Sanjay Kumar,Female,25.0,Ranchi,Jharkhand,2022-10-12,New
102978,Pooja Sharma,Male,19.0,,Karnataka,2022-12-04,VIP
102979,Sanjay Joshi,Male,69.0,Hyderabad,Telangana,2022-07-14,Regular
102980,Nisha Mehta,Male,33.0,Surat,Gujarat,2023-01-26,Regular
102981,Rahul Patel,Male,34.0,Chandigarh,Chandigarh,2024-08-11,Regular
102982,Anjali Mehta,Male,40.0,Noida,Uttar Pradesh,2021-06-17,Premium
102983,Karan Joshi,Female,63.0,Mumbai,Maharashtra,2022-01-21,Regular
102984,Sneha Sinha,M,36.0,Chennai,Tamil Nadu,2022-02-17,New
102985,Amit Thakur,Female,51.0,Kanpur,Uttar Pradesh,2021-01-21,Regular
102986,Simran Roy,female,67.0,Noida,Uttar Pradesh,2023-12-27,Regular
102987,Ayesha Sharma,Male,54.0,Bhopal,Madhya Pradesh,2022-01-29,New
102988,Rahul Jain,Male,30.0,Delhi,Delhi,2023-03-24,Regular
102989,Sanjay Mehta,Female,23.0,Kanpur,Uttar Pradesh,2021-09-24,New
102990,Simran Mehta,Male,28.0,Bhopal,Madhya Pradesh,2025-02-11,New
102991,Vikas Khan,Female,50.0,Hyderabad,Telangana,2024-01-12,Regular
102992,Sneha Chauhan,Female,64.0,Bhopal,Madhya Pradesh,2022-05-04,Premium
102993,Nisha Khan,Female,22.0,Surat,Gujarat,2022-06-29,Premium
102994,Kavita Reddy,Female,47.0,Hyderabad,Telangana,2021-12-05,New
102995,Vikas Patel,Female,55.0,Patna,Bihar,2023-11-08,Premium
102996,Vikas Kumar,Male,62.0,Pune,Maharashtra,2023-04-12,Premium
102997,Kavita Verma,female,43.0,Chennai,Tamil Nadu,2021-03-21,Regular
102998,Vivek Gupta,Female,33.0,Noida,Uttar Pradesh,2023-02-20,Regular
102999,Rohit Chauhan,Male,53.0,Gurgaon,Haryana,2025-02-20,Regular
103000,Karan Singh,male,41.0,Noida,Uttar Pradesh,2025-03-05,Regular
103001,Pooja Chauhan,Female,67.0,Bengaluru,Karnataka,2024-02-27,Regular
103002,Rahul Sharma,Female,44.0,Pune,Maharashtra,2023-09-07,New
103003,Karan Sinha,Male,59.0,Kolkata,West Bengal,2025-01-08,New
103004,Nisha Singh,Male,49.0,Indore,Madhya Pradesh,2025-03-30,New
103005,Ayesha Roy,,30.0,Hyderabad,Telangana,2023-07-13,Premium
103006,Kavita Roy,,64.0,Bhopal,Madhya Pradesh,2024-05-14,New
103007,Sanjay Yadav,Female,25.0,Chennai,Tamil Nadu,2024-01-26,Premium
103008,Ayesha Reddy,Male,,,Madhya Pradesh,2023-05-22,Regular
103009,Sneha Mishra,,65.0,Ranchi,Jharkhand,2022-10-18,New
103010,Aditya Khan,Male,38.0,Gurgaon,Haryana,2023-02-27,New
103011,Amit Reddy,Male,41.0,Ahmedabad,Gujarat,2024-10-05,Premium
103012,Kavita Agarwal,Female,35.0,Noida,Uttar Pradesh,2021-02-10,Regular
103013,Priya Thakur,female,62.0,Chennai,Tamil Nadu,2025-08-23,New
103014,Arjun Sharma,female,68.0,Indore,Madhya Pradesh,2024-01-01,Regular
103015,Anjali Mehta,Male,67.0,Gurgaon,Haryana,2021-12-13,New
103016,Riya Sinha,Female,64.0,Indore,Madhya Pradesh,2025-02-24,New
103017,Amit Sharma,female,37.0,Bengaluru,Karnataka,2023-11-23,New
103018,Arjun Gupta,Female,,Chandigarh,Chandigarh,2025-06-01,New
103019,Kavita Sinha,female,46.0,,Gujarat,2023-05-14,Premium
103020,Pooja Agarwal,Male,62.0,Ahmedabad,Gujarat,2024-04-30,Regular
103021,Pooja Roy,Male,,Gurgaon,Haryana,2022-06-13,Regular
103022,Anjali Das,M,26.0,Bhopal,Madhya Pradesh,2021-02-11,Premium
103023,Riya Mehta,Female,61.0,Noida,Uttar Pradesh,2021-09-20,Regular
103024,Aditya Reddy,female,21.0,Bhopal,Madhya Pradesh,2025-03-30,New
103025,Arjun Roy,male,54.0,Kolkata,West Bengal,2025-08-18,Regular
103026,Sneha Mishra,Female,46.0,Lucknow,Uttar Pradesh,2025-08-01,Regular
103027,Amit Reddy,female,48.0,Chennai,Tamil Nadu,2024-02-20,Regular
103028,Aditya Verma,Male,67.0,Pune,Maharashtra,2023-07-05,Regular
103029,Amit Verma,Female,63.0,Bhopal,Madhya Pradesh,2025-06-17,Premium
103030,Simran Kumar,Male,32.0,Patna,Bihar,2022-12-12,New
103031,Karan Das,Male,23.0,Chandigarh,Chandigarh,2023-03-24,Regular
103032,Arjun Joshi,Male,51.0,Kanpur,Uttar Pradesh,2023-06-28,Regular
103033,Vikas Agarwal,female,47.0,Lucknow,Uttar Pradesh,2025-10-09,New
103034,Sneha Thakur,Male,32.0,Noida,Uttar Pradesh,2021-02-13,Regular
103035,Manish Roy,female,48.0,Chennai,Tamil Nadu,2024-11-16,New
103036,Riya Agarwal,Female,57.0,Bhopal,Madhya Pradesh,2021-11-20,Premium
103037,Sneha Mehta,Male,40.0,Mumbai,Maharashtra,2025-11-11,Premium
103038,Riya Singh,Male,33.0,Pune,Maharashtra,2023-03-04,Regular
103039,Neha Jain,Male,49.0,Bengaluru,Karnataka,2022-07-22,Regular
103040,Rahul Yadav,Male,68.0,Pune,Maharashtra,2025-12-13,Premium
103041,Amit Joshi,Female,25.0,Ranchi,Jharkhand,2024-11-05,Premium
103042,Kavita Mishra,Male,52.0,Mumbai,Maharashtra,2022-07-18,New
103043,Aditya Malhotra,Female,20.0,Lucknow,Uttar Pradesh,2025-02-17,Premium
103044,Vivek Yadav,Male,32.0,Lucknow,Uttar Pradesh,2023-09-19,Regular
103045,Simran Agarwal,M,30.0,Surat,Gujarat,2025-05-20,New
103046,Pooja Gupta,Male,20.0,Bengaluru,Karnataka,2022-03-03,New
103047,Rohit Singh,male,29.0,Hyderabad,Telangana,2024-08-16,Regular
103048,Kavita Sinha,Female,22.0,Mumbai,Maharashtra,2022-08-01,Regular
103049,Vikas Chauhan,Female,23.0,Pune,Maharashtra,2024-02-09,Premium
103050,Sneha Verma,Male,40.0,Noida,Uttar Pradesh,2025-06-24,Premium
103051,Pooja Das,Male,48.0,Bhopal,Madhya Pradesh,2023-06-07,Regular
103052,Priya Jain,Male,20.0,Mumbai,Maharashtra,2023-04-20,Premium
103053,Karan Das,Male,24.0,Bengaluru,Karnataka,2025-10-03,Regular
103054,Manish Chauhan,Female,49.0,Pune,Maharashtra,2025-09-24,VIP
103055,Manish Reddy,male,65.0,Bhopal,Madhya Pradesh,2025-02-05,Regular
103056,Priya Kumar,,43.0,Kanpur,Uttar Pradesh,2025-10-14,Regular
103057,Amit Gupta,Female,19.0,Surat,Gujarat,2025-06-25,Premium
103058,Neha Mishra,Female,41.0,Pune,Maharashtra,2021-06-17,Regular
103059,Rahul Roy,Female,29.0,Lucknow,Uttar Pradesh,2022-12-10,Premium
103060,Manish Jain,Male,24.0,Jaipur,Rajasthan,2024-03-28,Premium
103061,Simran Mishra,Female,29.0,Indore,Madhya Pradesh,2024-01-07,Premium
103062,Vikas Mishra,Male,27.0,Surat,Gujarat,2021-10-02,Regular
103063,Aditya Gupta,,68.0,Delhi,Delhi,2023-03-03,New
103064,Amit Das,Female,25.0,Mumbai,Maharashtra,2021-10-14,Regular
103065,Nisha Jain,Male,48.0,Ranchi,Jharkhand,2021-07-23,Regular
103066,Pooja Reddy,Female,63.0,Bhopal,Madhya Pradesh,2025-03-30,Regular
103067,Vikas Mehta,Male,38.0,Surat,Gujarat,2022-09-20,Regular
103068,Karan Chauhan,M,51.0,,Uttar Pradesh,2021-03-29,Regular
103069,Unknown,female,51.0,Hyderabad,Telangana,2021-09-03,Regular
103070,Sanjay Yadav,Female,21.0,Chandigarh,Chandigarh,2023-05-05,New
103071,Rahul Das,Male,39.0,Ranchi,Jharkhand,2022-07-05,Regular
103072,Neha Thakur,male,32.0,Bhopal,Madhya Pradesh,2023-03-29,Regular
103073,Riya Agarwal,male,54.0,Surat,Gujarat,2021-04-14,Regular
103074,Sneha Sinha,female,38.0,Ranchi,Jharkhand,2021-09-05,Regular
103075,Manish Yadav,male,57.0,,Jharkhand,2024-01-21,New
103076,Vikas Joshi,M,47.0,Ahmedabad,Delhi ,2022-06-28,Premium
103077,Kavita Khan,Female,40.0,Patna,Bihar,2024-02-18,Regular
103078,Amit Malhotra,female,38.0,Surat,Gujarat,2021-12-28,Premium
103079,Aditya Das,male,33.0,Patna,Bihar,2025-10-07,Regular
103080,Rohit Malhotra,F,19.0,Delhi,Delhi,2023-09-18,Regular
103081,Riya Gupta,Female,53.0,Noida,Uttar Pradesh,2023-12-17,Regular
103082,Vikas Das,Female,35.0,Surat,Gujarat,2024-07-17,New
103083,Simran Singh,Female,,Bengaluru,Karnataka,2023-06-11,Premium
103084,Kavita Roy,Female,39.0,Lucknow,Uttar Pradesh,2024-12-17,Premium
103085,Simran Malhotra,female,30.0,Bhopal,Madhya Pradesh,2022-12-26,Premium
103086,Karan Thakur,,60.0,Nagpur,Maharashtra,2025-04-07,Premium
103087,Amit Joshi,Male,35.0,Pune,Maharashtra,2023-08-18,New
103088,Riya Malhotra,Female,56.0,Gurgaon,Haryana,2022-04-28,Regular
103089,Riya Sinha,Female,56.0,Patna,Bihar,2023-04-11,Premium
103090,Karan Yadav,female,26.0,Delhi,Delhi,2023-06-30,Regular
103091,Kavita Chauhan,Male,62.0,Gurgaon,Haryana,2021-08-29,New
103092,Sanjay Reddy,Female,27.0,Chandigarh,Chandigarh,2022-01-14,Premium
103093,Rohit Chauhan,Male,59.0,Chennai,Tamil Nadu,2024-05-23,New
103094,Riya Malhotra,,44.0,Pune,Maharashtra,2023-04-14,Regular
103095,Sanjay Mehta,male,62.0,Bhopal,Madhya Pradesh,2025-10-19,New
103096,Anjali Singh,male,32.0,Delhi,Delhi,2021-04-10,Premium
103097,Aditya Reddy,Female,25.0,Gurgaon,Haryana,2021-10-16,Regular
103098,Amit Thakur,Male,18.0,Bhopal,Madhya Pradesh,2023-03-12,Regular
103099,Manish Jain,,62.0,Kanpur,Uttar Pradesh,2021-02-17,Regular
103100,Arjun Singh,M,42.0,Chennai,Tamil Nadu,2023-09-21,Regular
103101,Anjali Reddy,Female,38.0,Bhopal,Madhya Pradesh,2023-09-13,New
103102,Aditya Sinha,,64.0,Mumbai,Maharashtra,2022-03-03,New
103103,Kavita Gupta,Male,50.0,Patna,Bihar,2023-10-22,New
103104,Vikas Mishra,Female,39.0,Nagpur,Maharashtra,2021-08-11,Premium
103105,Rahul Singh,Female,45.0,Mumbai,Maharashtra,2024-12-18,New
103106,Rahul Patel,Male,56.0,Bengaluru,Karnataka,2021-01-28,Regular
103107,Rahul Mehta,M,21.0,Bengaluru,Karnataka,2023-11-30,Regular
103108,Aditya Jain,Male,59.0,Indore,Madhya Pradesh,2023-05-15,New
103109,Pooja Yadav,Female,50.0,Chennai,Tamil Nadu,2024-03-23,Premium
103110,Ayesha Chauhan,Male,19.0,Mumbai,Maharashtra,2022-01-31,Regular
103111,Vivek Singh,Female,69.0,Nagpur,Maharashtra,2023-11-24,Premium
103112,Amit Reddy,female,23.0,Ranchi,Jharkhand,2023-04-16,Regular
103113,Aditya Roy,Female,39.0,Ahmedabad,Gujarat,2024-12-02,New
103114,Sneha Roy,Female,45.0,Surat,Gujarat,2024-08-08,Premium
103115,Priya Sharma,,47.0,Indore,Madhya Pradesh,2025-10-22,Regular
103116,Rahul Verma,Female,69.0,Indore,Madhya Pradesh,2025-07-22,New
103117,Vikas Chauhan,Female,48.0,Noida,Uttar Pradesh,2022-04-25,Regular
103118,Priya Singh,Female,32.0,Patna,Bihar,2021-03-06,New
103119,Anjali Verma,male,48.0,Gurgaon,Haryana,2021-10-12,New
103120,Arjun Gupta,Male,56.0,Indore,Madhya Pradesh,2021-06-12,Regular
103121,Simran Mishra,,18.0,,Maharashtra,2021-04-04,Regular
103122,Ayesha Thakur,Male,66.0,,Jharkhand,2024-12-07,New
103123,Pooja Das,Female,63.0,Nagpur,Maharashtra,2023-10-01,New
103124,Rohit Patel,Female,64.0,Indore,Madhya Pradesh,2021-11-11,New
103125,Manish Verma,Female,51.0,Mumbai,Maharashtra,2021-08-07,Premium
103126,Aditya Malhotra,Female,51.0,Lucknow,Uttar Pradesh,2023-03-02,Regular
103127,Karan Verma,Female,36.0,Noida,Uttar Pradesh,2021-06-17,Premium
103128,Manish Gupta,male,61.0,Bhopal,Madhya Pradesh,2021-10-13,VIP
103129,Neha Patel,Female,38.0,Mumbai,Maharashtra,2024-01-06,Regular
103130,Rohit Kumar,Female,44.0,Ahmedabad,Gujarat,2022-03-19,Regular
103131,Pooja Mishra,Male,20.0,Hyderabad,Telangana,2023-06-09,New
103132,Neha Singh,Male,22.0,Noida,Uttar Pradesh,2021-06-15,Premium
103133,Aditya Khan,Female,39.0,Nagpur,Maharashtra,2021-09-17,Regular
103134,Manish Patel,,67.0,Ranchi,Jharkhand,2025-09-13,New
103135,Sanjay Sinha,Male,49.0,Ranchi,Jharkhand,2024-01-15,Regular
103136,Vivek Roy,Female,34.0,Indore,Madhya Pradesh,2025-04-11,New
103137,Priya Sharma,Female,24.0,Chandigarh,Chandigarh,2024-06-06,Regular
103138,Sneha Roy,Female,26.0,Nagpur,Maharashtra,2024-12-16,New
103139,Rohit Mishra,Female,21.0,Kolkata,West Bengal,2021-04-15,Regular
103140,Simran Malhotra,Female,28.0,Hyderabad,Telangana,2021-11-05,Regular
103141,Riya Mehta,Male,48.0,Chandigarh,Chandigarh,2022-09-06,New
103142,Karan Agarwal,Male,52.0,Noida,Uttar Pradesh,2022-06-05,Premium
103143,Arjun Mehta,Male,61.0,Bhopal,Madhya Pradesh,2025-01-07,Regular
103144,Priya Roy,F,59.0,Ranchi,Jharkhand,2025-08-29,New
103145,Riya Kumar,Female,60.0,Bengaluru,Karnataka,2021-05-14,Regular
103146,Sneha Sinha,male,69.0,Pune,Maharashtra,2024-01-12,Regular
103147,Pooja Khan,Male,,Surat,Gujarat,2024-11-12,New
103148,Amit Gupta,female,51.0,Chandigarh,Chandigarh,2022-01-14,Regular
103149,Rahul Kumar,Female,42.0,Ahmedabad,Gujarat,2021-06-04,Premium
103150,Manish Malhotra,female,21.0,Surat,Gujarat,2021-11-18,Premium
103151,Riya Agarwal,Female,31.0,Chandigarh,Chandigarh,2024-07-17,Regular
103152,Anjali Agarwal,Female,39.0,Mumbai,Maharashtra,2021-01-31,New
103153,Pooja Khan,male,29.0,Pune,Maharashtra,2025-04-26,Regular
103154,Vikas Malhotra,male,27.0,Pune,Maharashtra,2025-10-03,Regular
103155,Ayesha Sharma,Male,68.0,Delhi,Delhi,2023-08-28,Premium
103156,Anjali Khan,Female,54.0,Kolkata,West Bengal,2025-09-17,VIP
103157,Ayesha Singh,Male,38.0,,Maharashtra,2024-10-28,Premium
103158,Priya Malhotra,Female,29.0,Bhopal,Madhya Pradesh,2025-02-20,Regular
103159,Anjali Reddy,Female,,Gurgaon,Haryana,2023-12-03,Regular
103160,Priya Agarwal,Female,41.0,Nagpur,Maharashtra,2023-10-25,Regular
103161,Neha Khan,Male,67.0,Noida,Uttar Pradesh,2022-03-29,Regular
103162,Priya Kumar,M,52.0,Patna,Bihar,2024-03-12,Regular
103163,Neha Chauhan,female,44.0,Gurgaon,Haryana,2025-10-11,New
103164,Rahul Patel,Male,,Bhopal,Madhya Pradesh,2023-12-02,New
103165,Ayesha Thakur,Female,21.0,Kolkata,West Bengal,2023-12-17,New
103166,Priya Yadav,Male,50.0,Surat,Gujarat,2024-04-22,Regular
103167,Anjali Mehta,Male,18.0,Lucknow,Uttar Pradesh,2021-12-26,New
